Topic,Topic_isced,Size,Discipline,Discipline_isced,Nationality,Gender,Position,Country_University,Prestige,Year,Location,
,Social and behavioural science,5,Neuroscience,Social and behavioural science,,Male,Student,Netherlands,Not University,2017,Santa Fe,
,Social and behavioural science,5,"Biology, Computer Science",Life sciences;Computing,,Female,Student,United States,Unlisted,2017,Santa Fe,
,Social and behavioural science,3,"Biology, Computer Science",Life sciences;Computing,,Female,Student,United States,Unlisted,2017,Santa Fe,
,Social and behavioural science,9,Economics,Social and behavioural science,Iran,Female,Student,United States,Unlisted,2017,Santa Fe,
,Social and behavioural science,9,Economics,Social and behavioural science,,Male,Student,United States,Unlisted,2017,Santa Fe,
,Social and behavioural science,5,Engineering,Engineering and engineering trades,,Female,Student,United States,Top 50,2017,Santa Fe,
,Social and behavioural science,7,Engineering,Engineering and engineering trades,,Female,Student,United States,201-300,2016,Santa Fe,
"Politics, Networks",Social and behavioural science,3,Management,Business and administration,,Male,Student,United States,Top 50,2008,Santa Fe,
Human Behavior,Social and behavioural science,6,Management,Business and administration,,Male,Student,United States,Top 50,2008,Santa Fe,
,Social and behavioural science,7,Economics,Social and behavioural science,,Female,Government,,Not University,2018,Santa Fe,
,Social and behavioural science,8,"Physics, Mathematics",Physical sciences;Mathematics and statistics,,Male,Researcher,United States,Not University,2016,Santa Fe,
Political Science,Social and behavioural science,6,Political Science,Social and behavioural science,,Female,Student,United States,51-100,2010,Santa Fe,
Political Science,Social and behavioural science,6,"Computer Science, Information Science",Computing,,Male,Student,United States,51-100,2010,Santa Fe,
"Social Science,",Social and behavioural science,4,"Computer Science, Information Science",Computing,,Male,Student,United States,51-100,2010,Santa Fe,
Social Science,Social and behavioural science,2,"Computer Science, Information Science",Computing,,Male,Student,United States,51-100,2010,Santa Fe,
,Social and behavioural science,8,Mathematics,Mathematics and statistics,,Female,Student,Italy,Unlisted,2015,Santa Fe,
,Social and behavioural science,8,Biology,Life sciences,France,Male,Student,Spain,201-300,2016,Santa Fe,
,Social and behavioural science,11,Biology,Life sciences,France,Male,Student,Spain,201-300,2016,Santa Fe,
,Social and behavioural science,9,"Biology, Ecology",Life sciences,Uruguay,Female,Researcher,Chile,401-500,2017,Santa Fe,
"Social Networks, Social Science",Social and behavioural science,5,Biology,Life sciences,,Female,Student,United States,Top 50,2009,Santa Fe,
,Social and behavioural science,8,Physics,Physical sciences,,Male,Student,United Kingdom,151-200,2015,Santa Fe,
,Social and behavioural science,4,Mathematics,Mathematics and statistics,,Male,Student,United Kingdom,151-200,2018,Santa Fe,
,Social and behavioural science,9,Ecology,Life sciences,,Female,Student,Netherlands,101-150,2017,Santa Fe,
Social Science,Social and behavioural science,4,Business,Business and administration,Pakistan,Male,Student,United States,Unlisted,2009,Santa Fe,
"Economics, Geography",Social and behavioural science,4,Philosophy,Humanities,,Male,Student,Italy,401-500,2009,Santa Fe,
"Economics, Geography",Social and behavioural science,3,Philosophy,Humanities,,Male,Student,Italy,401-500,2009,Santa Fe,
Political Science,Social and behavioural science,4,Economics,Social and behavioural science,Italian,Male,Student,Italy,Unlisted,2012,Santa Fe,
,Social and behavioural science,8,Computer Science,Computing,,Male,Industry,United States,Not University,2016,Santa Fe,
Social Science,Social and behavioural science,4,Ecology,Life sciences,,Male,Student,United States,Top 50,2010,Santa Fe,
Social Science,Social and behavioural science,4,Sociology,Social and behavioural science,,Male,Student,United States,Top 50,2010,Santa Fe,
Economics,Social and behavioural science,11,Biology,Life sciences,,Male,Student,United States,Top 50,2014,Santa Fe,
,Social and behavioural science,6,Computer Science,Computing,,Male,Student,United States,Top 50,2016,Santa Fe,
,Social and behavioural science,9,Physics,Physical sciences,,Male,Student,United States,301-400,2017,Santa Fe,
Human Behavior,Social and behavioural science,6,"Ecology, Networks",Life sciences,,Female,Student,Germany,401-500,2008,Santa Fe,
Social Science,Social and behavioural science,2,Computer Science,Computing,,Male,Industry,Italy,Not University,2010,Santa Fe,
Social Science,Social and behavioural science,4,Engineering,Engineering and engineering trades,,Male,Student,United States,151-200,2009,Santa Fe,
"Social Networks, Social Science",Social and behavioural science,5,Engineering,Engineering and engineering trades,,Male,Student,United States,151-200,2009,Santa Fe,
,Social and behavioural science,9,Economics,Social and behavioural science,,Female,Researcher,Denmark,Not University,2017,Santa Fe,
,Social and behavioural science,4,Mathematics,Mathematics and statistics,,Male,Industry,United States,Not University,2016,Santa Fe,
,Social and behavioural science,11,Mathematics,Mathematics and statistics,,Male,Industry,United States,Not University,2016,Santa Fe,
Social Science,Social and behavioural science,7,International Relations,Social and behavioural science,,Male,Student,United States,151-200,2013,Santa Fe,
Economics,Social and behavioural science,4,Physics,Physical sciences,,Male,Student,Japan,Unlisted,2012,Santa Fe,
,Social and behavioural science,8,"Engineering, Complex Systems",Engineering and engineering trades,,Female,Postdoc,Spain,Unlisted,2015,Santa Fe,
Social Science,Social and behavioural science,7,"Psychology, Economics",Social and behavioural science,,Male,Student,Guatemala,Unlisted,2013,Santa Fe,
Social Science,Social and behavioural science,3,Physics,Physical Sciences,,Male,student,Spain,201-300,2009,Santa Fe,"Not really a student, just graduated. but still pretty good."
Psychology,Social and behavioural science,4,Computer Science,Computing,Spanish,Female,Student,Spain,401-500,2012,Santa Fe,
,Social and behavioural science,4,Engineering,Engineering and engineering trades,,Female,Professor,Spain,Unlisted,2015,Santa Fe,Possibly published
Economics,Social and behavioural science,11,Computational Linguistics,Computing;Humanities,Spanish,Female,Student,Spain,201-300,2014,Santa Fe,
,Social and behavioural science,8,"Engineering, Mathematics",Engineering and engineering trades;Mathematics and statistics,,Male,Postdoc,Belgium,51-100,2016,Santa Fe,
,Social and behavioural science,8,Financial Computing,Business and administration;Computing,,Male,Student,United Kingdom,Top 50,2015,Santa Fe,
,Social and behavioural science,7,Political Science,Social and behavioural science,,Male,Student,Netherlands,101-150,2018,Santa Fe,
Human Behavior,Social and behavioural science,6,"Logic, Linguistics",Humanities,China,Female,Student,Netherlands,101-150,2008,Santa Fe,
"Geography, Social Science",Social and behavioural science,3,Archaeology,Humanities,,Male,Student,United States,101-150,2009,Santa Fe,
"Economics, Geography",Social and behavioural science,3,Archaeology,Humanities,,Male,Student,United States,101-150,2009,Santa Fe,
,Social and behavioural science,8,Physics,Physical sciences,,Female,Student,New Zealand,201-300,2016,Santa Fe,
,Social and behavioural science,7,Physics,Physical sciences,,Female,Student,New Zealand,201-300,2016,Santa Fe,
,Social and behavioural science,7,Engineering,Engineering and engineering trades,,Female,Student,United Kingdom,51-100,2016,Santa Fe,
,Social and behavioural science,11,Environmental Science,Life sciences,Switzerland,Male,Student,United Kingdom,51-100,2016,Santa Fe,
,Social and behavioural science,4,Mathematics,Mathematics and statistics,,Male,Student,United Kingdom,51-100,2018,Santa Fe,
,Social and behavioural science,5,Bioinformatics,Life sciences;Computing,,Male,Student,Canada,Top 50,2017,Santa Fe,
Social Science,Social and behavioural science,7,Mathematics,Mathematics and statistics,New Zealand,Male,Student,Canada,Top 50,2013,Santa Fe,
Political Science,Social and behavioural science,4,Political Science,Social and behavioural science,United States,Female,Student,United States,Top 50,2012,Santa Fe,
Political Science,Social and behavioural science,4,Physics,Physical sciences,,Male,Student,United States,51-100,2012,Santa Fe,
Economics,Social and behavioural science,4,Physics,Physical sciences,,Male,Student,United States,51-100,2012,Santa Fe,
Economics,Social and behavioural science,4,Applied Mathematics,Mathematics and statistics,,Male,Student,United States,51-100,2012,Santa Fe,
Social Science,Social and behavioural science,7,Applied Mathematics,Mathematics and statistics,United States,Male,Student,United States,51-100,2013,Santa Fe,
,Social and behavioural science,6,Animal Behavior,Life sciences,,Female,Student,United States,51-100,2016,Santa Fe,
,Social and behavioural science,8,"Mathematics, Behavioral Science",Mathematics and statistics;Social and behavioural science,Turkey,Male,Student,United States,51-100,2015,Santa Fe,
,Social and behavioural science,6,"Mathematics, Behavioral Science",Mathematics and statistics;Social and behavioural science,,Male,Student,United States,51-100,2016,Santa Fe,
,Social and behavioural science,3,Data Science,Mathematics and statistics,,Female,Postdoc,United States,101-150,2015,Santa Fe,Possibly published
Economics,Social and behavioural science,11,Biophysical Sciences,Life sciences;physical sciences,United States,Male,Student,United States,Top 50,2014,Santa Fe,
,Social and behavioural science,8,Economics,Social and behavioural science,,Male,Student,United States,Top 50,2015,Santa Fe,
,Social and behavioural science,4,Engineering,Engineering and engineering trades,,Female,Student,United States,301-400,2016,Santa Fe,
,Social and behavioural science,4,Computer Science,Computing,,Male,Student,United States,Top 50,2015,Santa Fe,Possibly published
,Social and behavioural science,4,"Computer Science, Cognitive Science",Computing,,Female,Student,United States,Top 50,2016,Santa Fe,
,Social and behavioural science,3,"Computer Science, Cognitive Science",Computing,,Female,Student,United States,Top 50,2016,Santa Fe,
Economics,Social and behavioural science,4,Economics,Social and behavioural science,United States,Male,Student,United Kingdom,Top 50,2012,Santa Fe,
Economics,Social and behavioural science,2,Economics,Social and behavioural science,United States,Male,Student,United Kingdom,Top 50,2012,Santa Fe,
,Social and behavioural science,8,Social Epidemiology,Health,,Male,Researcher,United Kingdom,151-200,2016,Santa Fe,
,Social and behavioural science,6,Political Science,Social and behavioural science,,Female,Student,United States,Top 50,2016,Santa Fe,
,Social and behavioural science,3,Information Science,Computing,,Male,Student,United States,151-200,2017,Santa Fe,
,Social and behavioural science,8,"Mathematics, Data Analytics",Mathematics and statistics,,Male,Student,United Kingdom,101-150,2016,Santa Fe,
Policy,Social and behavioural science,6,Chemistry,Physical sciences,,Female,PostDoc,United Kingdom,101-150,2014,Santa Fe,
Political Science,Social and behavioural science,6,Mathematics,Mathematics and statistics,,Male,Professor,Ireland,Unlisted,2010,Santa Fe,
"Economics, Geography",Social and behavioural science,4,Economics,Social and behavioural science,,Male,Student,United States,51-100,2009,Santa Fe,
Social Science,Social and behavioural science,3,Economics,Social and behavioural science,,Male,Student,United States,51-100,2009,Santa Fe,
Social Science,Social and behavioural science,7,Sustainability,Environmental protection,Chinese,Female,Student,United States,Top 50,2013,Santa Fe,
,Social and behavioural science,8,Statistics,Mathematics and statistics,,Male,Student,United States,Top 50,2016,Santa Fe,
,Social and behavioural science,11,Economics,Social and behavioural science,,Male,Student,Italy,151-200,2016,Santa Fe,
,Social and behavioural science,11,"Ecology, Evolution, and Behavior",Life sciences,,Female,Student,United States,Top 50,2016,Santa Fe,
"Social Science,",Social and behavioural science,4,Computer Science,Computing,,Male,Student,United States,301-400,2010,Santa Fe,
Psychology,Social and behavioural science,4,Computer Science,Computing,,Male,Student,United States,301-400,2014,Santa Fe,
,Social and behavioural science,8,"Environmental Studies, Philosophy",Life sciences;Humanities,,Male,Student,United States,301-400,2016,Santa Fe,
Social Science,Social and behavioural science,7,Physics,Physical sciences,,Female,Student,United States,201-300,2013,Santa Fe,
,Social and behavioural science,3,Information Systems,Computing,,Female,Student,Norway,51-100,2015,Santa Fe,Possibly published
,Social and behavioural science,4,Economics,Social and behavioural science,,Female,Student,United Kingdom,Top 50,2015,Santa Fe,Possibly published
,Social and behavioural science,3,"International Development, Data",Social and behavioural science,,Female,Student,United Kingdom,Top 50,2018,Santa Fe,
